4275,age,20
4305,age,20
4350,age,20
4366,age,30
4379,age,20
4428,age,20
4441,age,30
4444,age,20
4453,age,40
4462,age,30
4464,age,20
4467,age,20
4491,age,20
4527,age,20
4536,age,20
4602,age,20
4610,age,20
4619,age,20
4623,age,20
4658,age,20
4681,age,20
4691,age,30
4717,age,20
4733,age,20
4837,age,20
4865,age,30
4915,age,20
4916,age,20
4935,age,20
4938,age,30
4941,age,40
4964,age,20
4998,age,20
5000,age,20
5083,age,20
5094,age,20
5112,age,20
5113,age,30
5118,age,20
5126,age,20
5165,age,30
5227,age,30
5231,age,20
5253,age,20
5258,age,20
5302,age,20
5306,age,20
5316,age,20
5323,age,20
5482,age,20
5489,age,20
5496,age,20
5542,age,40
5556,age,20
5577,age,20
5583,age,30
5592,age,30
5595,age,20
5619,age,20
5622,age,20
5664,age,20
5691,age,20
5696,age,20
5712,age,20
5728,age,20
5763,age,20
5764,age,20
5780,age,20
5782,age,40
5816,age,20
5844,age,30
5857,age,20
5917,age,20
5932,age,20
5966,age,20
5989,age,20
6001,age,30
6004,age,20
6013,age,50
6051,age,20
6054,age,20
6063,age,30
6071,age,20
6083,age,20
6091,age,20
6120,age,20
6189,age,30
6242,age,20
6256,age,20
6259,age,20
6261,age,20
6270,age,40
6276,age,20
6305,age,20
6310,age,20
6322,age,20
6388,age,20
6393,age,20
6415,age,20
6428,age,20
6462,age,20
6464,age,30
6479,age,30
6539,age,20
6544,age,20
6549,age,30
6585,age,30
6618,age,30
6638,age,40
6640,age,20
6664,age,20
6682,age,20
6766,age,20
9,age,20
22,age,20
83,age,30
86,age,70
97,age,30
99,age,60
104,age,30
113,age,30
114,age,60
2737,age,40
4627,age,40
5242,age,50
5244,age,30
5395,age,30
5404,age,30
5407,age,30
5413,age,20
5420,age,30
5425,age,40
5428,age,30
5429,age,30
121,age,30
122,age,30
124,age,30
125,age,20
126,age,30
127,age,40
130,age,30
131,age,30
132,age,60
133,age,50
135,age,40
139,age,30
144,age,60
150,age,30
151,age,40
154,age,50
155,age,20
156,age,50
159,age,30
163,age,60
165,age,60
169,age,80
170,age,60
175,age,20
178,age,70
179,age,50
182,age,40
184,age,50
185,age,20
186,age,30
187,age,20
189,age,50
190,age,40
191,age,40
195,age,30
199,age,40
200,age,30
202,age,60
207,age,60
208,age,50
209,age,50
211,age,50
214,age,40
219,age,40
220,age,50
221,age,40
222,age,50
226,age,30
229,age,40
232,age,50
235,age,30
240,age,30
243,age,30
248,age,30
252,age,30
253,age,30
254,age,40
257,age,50
258,age,20
259,age,50
265,age,20
267,age,30
268,age,40
272,age,40
273,age,40
274,age,30
275,age,70
276,age,50
277,age,50
281,age,30
283,age,30
285,age,30
286,age,30
287,age,40
289,age,30
290,age,60
294,age,60
296,age,40
298,age,30
300,age,30
301,age,40
302,age,30
303,age,40
305,age,30
307,age,50
308,age,60
311,age,50
315,age,30
316,age,50
319,age,30
323,age,40
324,age,20
327,age,30
334,age,50
336,age,40
341,age,70
347,age,30
348,age,60
359,age,30
360,age,50
363,age,50
364,age,20
365,age,30
366,age,20
372,age,50
373,age,60
374,age,30
376,age,50
379,age,30
386,age,30
387,age,70
389,age,50
390,age,30
394,age,60
396,age,30
398,age,30
401,age,60
411,age,40
413,age,30
415,age,30
419,age,40
421,age,30
425,age,20
426,age,60
427,age,50
428,age,30
429,age,20
430,age,50
432,age,40
439,age,30
441,age,60
444,age,60
445,age,40
450,age,50
453,age,40
455,age,50
457,age,40
458,age,50
460,age,60
462,age,60
470,age,30
471,age,30
472,age,30
473,age,50
474,age,30
477,age,30
481,age,50
482,age,40
484,age,50
485,age,40
487,age,30
488,age,50
491,age,30
492,age,30
496,age,20
500,age,30
501,age,20
503,age,30
504,age,30
505,age,30
507,age,30
510,age,30
517,age,50
521,age,40
523,age,20
529,age,40
531,age,60
533,age,50
534,age,40
537,age,30
539,age,30
540,age,40
544,age,40
545,age,40
548,age,30
551,age,50
552,age,50
554,age,70
555,age,50
557,age,20
565,age,30
567,age,30
575,age,40
577,age,40
581,age,40
582,age,60
583,age,40
585,age,40
589,age,50
592,age,60
596,age,30
597,age,30
606,age,40
608,age,40
610,age,60
611,age,60
614,age,30
617,age,30
622,age,40
625,age,30
627,age,40
633,age,70
634,age,40
635,age,30
636,age,50
639,age,40
644,age,30
645,age,60
646,age,30
650,age,30
654,age,30
655,age,50
657,age,30
662,age,50
663,age,30
668,age,30
670,age,40
671,age,50
675,age,60
676,age,50
677,age,30
681,age,40
683,age,50
685,age,30
686,age,60
687,age,30
690,age,70
691,age,40
695,age,40
696,age,40
698,age,50
701,age,50
704,age,30
705,age,20
708,age,20
713,age,50
714,age,20
717,age,70
729,age,20
731,age,60
732,age,50
738,age,30
739,age,30
743,age,30
744,age,50
745,age,40
754,age,30
756,age,30
760,age,60
763,age,50
765,age,40
768,age,40
769,age,30
770,age,40
773,age,20
777,age,20
778,age,30
782,age,30
785,age,30
789,age,20
790,age,40
799,age,30
801,age,30
802,age,60
808,age,50
811,age,40
814,age,20
816,age,50
818,age,30
819,age,50
826,age,30
832,age,50
833,age,30
834,age,40
835,age,50
837,age,30
839,age,40
842,age,30
843,age,40
844,age,50
848,age,50
851,age,30
856,age,50
860,age,30
861,age,30
863,age,40
864,age,30
865,age,30
866,age,50
867,age,20
872,age,50
873,age,30
875,age,30
876,age,60
877,age,50
881,age,30
882,age,50
885,age,30
889,age,30
897,age,30
904,age,40
905,age,40
908,age,50
919,age,40
920,age,30
923,age,50
924,age,30
926,age,40
930,age,30
931,age,30
932,age,30
934,age,30
935,age,50
937,age,40
940,age,20
942,age,30
943,age,50
945,age,50
947,age,30
950,age,40
959,age,40
966,age,60
970,age,50
975,age,80
977,age,60
980,age,50
983,age,30
985,age,60
986,age,40
987,age,50
989,age,60
991,age,40
992,age,50
995,age,30
996,age,40
997,age,40
998,age,30
999,age,30
1005,age,50
1006,age,40
1007,age,40
1009,age,50
1010,age,50
1014,age,30
1015,age,20
1018,age,50
1020,age,40
1021,age,30
1022,age,50
1024,age,50
1026,age,30
1030,age,50
1031,age,50
1032,age,60
1034,age,20
1036,age,30
1042,age,60
1049,age,20
1050,age,50
1051,age,70
1052,age,50
1053,age,40
1059,age,50
1061,age,50
1064,age,30
1065,age,30
1068,age,50
1071,age,20
1073,age,40
1074,age,40
1077,age,30
1080,age,60
1083,age,50
1084,age,40
1085,age,50
1086,age,50
1088,age,40
1089,age,40
1094,age,30
1096,age,60
1099,age,40
1101,age,60
1102,age,30
1104,age,30
1106,age,60
1107,age,20
1109,age,20
1113,age,30
1119,age,50
1125,age,20
1126,age,30
1127,age,40
1136,age,50
1137,age,30
1138,age,30
1140,age,50
1147,age,50
1148,age,40
1150,age,30
1152,age,40
1153,age,40
1157,age,40
1158,age,40
1160,age,30
1163,age,30
1165,age,40
1166,age,40
1169,age,50
1172,age,40
1173,age,30
1174,age,30
1176,age,50
1183,age,60
1185,age,30
1187,age,30
1191,age,40
1192,age,30
1194,age,30
1197,age,60
1198,age,50
1201,age,50
1202,age,60
1203,age,30
1208,age,50
1209,age,30
1212,age,50
1213,age,40
1216,age,30
1217,age,30
1218,age,20
1219,age,30
1220,age,50
1225,age,40
1228,age,30
1232,age,40
1235,age,50
1236,age,30
1239,age,40
1240,age,70
1241,age,50
1242,age,50
1246,age,50
1247,age,40
1250,age,30
1251,age,30
1252,age,30
1257,age,30
1259,age,40
1260,age,60
1261,age,40
1262,age,30
1263,age,30
1266,age,60
1268,age,20
1271,age,30
1273,age,40
1275,age,30
1277,age,30
1282,age,30
1283,age,60
1286,age,30
1287,age,40
1291,age,70
1297,age,40
1298,age,30
1300,age,30
1303,age,30
1304,age,50
1306,age,50
1307,age,30
1308,age,40
1309,age,30
1316,age,30
1318,age,40
1320,age,30
1322,age,30
1325,age,30
1327,age,60
1333,age,60
1334,age,40
1335,age,30
1337,age,30
1339,age,30
1341,age,30
1342,age,40
1347,age,20
1348,age,50
1349,age,30
1350,age,40
1351,age,30
1352,age,50
1355,age,30
1358,age,40
1359,age,30
1360,age,50
1364,age,40
1366,age,40
1369,age,30
1370,age,40
1372,age,50
1373,age,50
1374,age,60
1383,age,40
1384,age,30
1385,age,30
1386,age,50
1387,age,60
1388,age,70
1396,age,40
1400,age,60
1407,age,60
1409,age,40
1410,age,50
1411,age,20
1417,age,50
1420,age,60
1424,age,30
1426,age,30
1427,age,30
1431,age,30
1432,age,70
1433,age,40
1434,age,40
1439,age,40
1440,age,60
1443,age,30
1445,age,50
1448,age,20
1456,age,60
1463,age,70
1465,age,50
1466,age,50
1467,age,20
1469,age,50
1470,age,30
1472,age,50
1473,age,40
1474,age,50
1476,age,30
1477,age,30
1486,age,30
1489,age,30
1491,age,40
1494,age,60
1495,age,60
1498,age,30
1501,age,20
1502,age,70
1504,age,50
1507,age,30
1509,age,30
1510,age,50
1511,age,30
1512,age,30
1513,age,30
1518,age,30
1519,age,50
1521,age,30
1530,age,20
1532,age,60
1537,age,60
1542,age,50
1548,age,30
1550,age,40
1551,age,30
1552,age,50
1553,age,30
1556,age,50
1563,age,50
1565,age,20
1567,age,20
1576,age,40
1579,age,30
1581,age,60
1583,age,30
1584,age,50
1585,age,30
1589,age,50
1591,age,30
1592,age,70
1595,age,50
1599,age,60
1601,age,60
1602,age,30
1603,age,50
1612,age,30
1619,age,40
1620,age,60
1622,age,50
1623,age,40
1625,age,40
1629,age,30
1631,age,50
1634,age,50
1637,age,50
1638,age,30
1640,age,50
1641,age,30
1642,age,40
1643,age,50
1644,age,30
1645,age,60
1648,age,30
1651,age,40
1652,age,50
1655,age,60
1659,age,20
1660,age,30
1663,age,30
1664,age,30
1666,age,70
1667,age,40
1668,age,60
1672,age,60
1673,age,50
1674,age,30
1676,age,20
1680,age,70
1683,age,20
1684,age,30
1687,age,40
1689,age,40
1690,age,30
1691,age,50
1694,age,50
1695,age,30
1696,age,30
1697,age,50
1698,age,50
1700,age,30
1702,age,60
1705,age,30
1708,age,30
1709,age,40
1712,age,40
1713,age,20
1718,age,70
1725,age,40
1728,age,30
1731,age,50
1733,age,40
1740,age,30
1744,age,40
1745,age,30
1747,age,70
1749,age,40
1753,age,30
1754,age,60
1755,age,60
1759,age,50
1761,age,40
1765,age,30
1767,age,40
1768,age,40
1771,age,30
1772,age,20
1774,age,40
1777,age,70
1778,age,40
1780,age,20
1782,age,60
1785,age,60
1788,age,40
1795,age,30
1799,age,40
1802,age,40
1804,age,30
1810,age,30
1813,age,30
1814,age,50
1819,age,30
1822,age,60
1825,age,30
1828,age,40
1829,age,30
1832,age,40
1833,age,30
1836,age,40
1837,age,30
1842,age,20
1844,age,40
1847,age,40
1848,age,40
1849,age,30
1850,age,70
1851,age,30
1853,age,30
1855,age,40
1856,age,30
1857,age,50
1858,age,30
1861,age,30
1865,age,40
1866,age,30
1867,age,20
1869,age,30
1870,age,60
1872,age,50
1879,age,30
1880,age,50
1881,age,50
1882,age,60
1883,age,60
1884,age,60
1885,age,40
1891,age,40
1894,age,30
1896,age,60
1898,age,50
1899,age,50
1905,age,50
1907,age,40
1909,age,30
1911,age,30
1912,age,30
1913,age,30
1915,age,60
1916,age,40
1917,age,60
1918,age,40
1919,age,40
1921,age,30
1922,age,50
1923,age,40
1924,age,60
1925,age,30
1928,age,40
1929,age,30
1932,age,40
1933,age,40
1934,age,30
1935,age,50
1936,age,30
1937,age,30
1938,age,50
1942,age,20
1946,age,60
1947,age,30
1949,age,50
1955,age,40
1958,age,30
1960,age,50
1961,age,60
1966,age,30
1975,age,30
1978,age,50
1981,age,40
1985,age,40
1990,age,50
1993,age,50
1995,age,30
1999,age,40
2000,age,30
2004,age,40
2005,age,40
2007,age,40
2010,age,50
2013,age,30
2017,age,50
2018,age,30
2026,age,50
2027,age,50
2028,age,40
2030,age,40
2035,age,30
2037,age,70
2038,age,50
2039,age,50
2042,age,50
2044,age,50
2045,age,30
2053,age,30
2054,age,70
2059,age,40
2061,age,30
2062,age,40
2064,age,30
2068,age,30
2070,age,30
2072,age,40
2073,age,30
2076,age,60
2077,age,30
2078,age,60
2081,age,40
2084,age,60
2087,age,40
2089,age,50
2090,age,40
2094,age,60
2097,age,40
2100,age,30
2101,age,40
2102,age,40
2103,age,40
2104,age,30
2105,age,30
2106,age,30
2107,age,60
2108,age,40
2109,age,40
2119,age,40
2121,age,50
2122,age,30
2127,age,50
2128,age,50
2130,age,50
2138,age,50
2139,age,30
2140,age,50
2141,age,40
2143,age,50
2146,age,50
2147,age,30
2148,age,30
2149,age,30
2151,age,40
2153,age,40
2157,age,40
2159,age,30
2162,age,40
2166,age,40
2167,age,30
2171,age,50
2172,age,30
2173,age,50
2174,age,30
2175,age,30
2177,age,50
2178,age,40
2180,age,40
2181,age,40
2185,age,20
2186,age,40
2190,age,50
2191,age,30
2192,age,40
2194,age,30
2196,age,40
2200,age,30
2201,age,30
2206,age,30
2211,age,20
2215,age,50
2217,age,50
2218,age,60
2219,age,20
2221,age,30
2223,age,60
2224,age,30
2225,age,30
2228,age,20
2229,age,70
2231,age,40
2232,age,20
2234,age,50
2237,age,30
2238,age,70
2241,age,40
2242,age,50
2247,age,40
2249,age,40
2250,age,20
2251,age,50
2252,age,40
2256,age,50
2258,age,60
2259,age,50
2261,age,30
2267,age,40
2268,age,60
2272,age,40
2274,age,50
2281,age,50
2282,age,40
2283,age,40
2284,age,20
2285,age,30
2287,age,40
2289,age,30
2294,age,30
2295,age,30
2296,age,60
2298,age,30
2300,age,70
2305,age,30
2309,age,30
2311,age,30
2314,age,40
2315,age,50
2319,age,50
2321,age,40
2322,age,20
2324,age,50
2325,age,50
2326,age,40
2328,age,60
2330,age,70
2332,age,80
2333,age,40
2334,age,40
2336,age,50
2338,age,50
2342,age,60
2348,age,30
2350,age,30
2351,age,40
2352,age,30
2354,age,60
2358,age,60
2364,age,40
2365,age,50
2369,age,20
2371,age,40
2372,age,50
2376,age,60
2377,age,40
2378,age,30
2381,age,40
2384,age,40
2385,age,30
2386,age,30
2387,age,70
2388,age,40
2391,age,30
2393,age,60
2394,age,50
2395,age,30
2396,age,30
2398,age,30
2399,age,50
2401,age,30
2406,age,50
2410,age,30
2413,age,60
2414,age,50
2415,age,50
2416,age,60
2418,age,60
2425,age,60
2426,age,40
2427,age,30
2429,age,50
2430,age,30
2431,age,30
2432,age,60
2437,age,40
2441,age,50
2442,age,50
2443,age,50
2446,age,30
2447,age,50
2449,age,30
2451,age,60
2457,age,40
2459,age,40
2465,age,50
2472,age,40
2473,age,40
2475,age,30
2479,age,40
2481,age,40
2482,age,30
2484,age,50
2485,age,70
2489,age,50
2490,age,30
2491,age,30
2493,age,60
2494,age,20
2497,age,40
2500,age,30
2506,age,20
2508,age,50
2509,age,40
2512,age,30
2513,age,30
2514,age,40
2515,age,50
2523,age,50
2525,age,40
2527,age,30
2530,age,40
2532,age,50
2533,age,30
2535,age,30
2541,age,50
2547,age,50
2549,age,40
2550,age,50
2551,age,30
2552,age,30
2553,age,30
2554,age,20
2555,age,30
2556,age,60
2558,age,40
2559,age,40
2560,age,30
2565,age,30
2569,age,60
2576,age,60
2582,age,40
2583,age,50
2586,age,40
2589,age,50
2591,age,30
2594,age,60
2596,age,30
2600,age,40
2602,age,50
2606,age,50
2610,age,40
2612,age,50
2614,age,30
2615,age,40
2617,age,50
2618,age,40
2622,age,30
2627,age,60
2630,age,60
2631,age,40
2634,age,40
2638,age,30
2642,age,30
2643,age,30
2644,age,40
2649,age,40
2658,age,40
2660,age,40
2663,age,40
2664,age,40
2667,age,30
2668,age,50
2673,age,30
2675,age,30
2681,age,50
2683,age,30
2687,age,50
2688,age,30
2695,age,50
2696,age,30
2704,age,50
2707,age,60
2710,age,20
2720,age,50
2722,age,30
2725,age,60
2727,age,20
2730,age,50
2735,age,60
2740,age,40
2741,age,60
2744,age,30
2746,age,30
2748,age,70
2749,age,30
2751,age,60
2752,age,40
2754,age,70
2755,age,40
2758,age,60
2759,age,40
2761,age,50
2762,age,30
2763,age,50
2764,age,60
2765,age,50
2767,age,50
2770,age,40
2773,age,50
2779,age,70
2780,age,60
2782,age,30
2783,age,50
2788,age,20
2789,age,40
2790,age,50
2796,age,60
2797,age,30
2798,age,50
2799,age,40
2802,age,60
2803,age,30
2804,age,30
2805,age,30
2808,age,30
2812,age,20
2818,age,50
2820,age,20
2824,age,50
2825,age,30
2831,age,50
2832,age,60
2836,age,50
2838,age,20
2847,age,30
2848,age,40
2849,age,40
2850,age,30
2852,age,30
2854,age,20
2856,age,30
2858,age,30
2863,age,30
2864,age,50
2865,age,20
2868,age,30
2869,age,50
2873,age,60
2876,age,20
2881,age,50
2883,age,60
2884,age,40
2887,age,50
2889,age,30
2891,age,30
2894,age,30
2896,age,40
2901,age,70
2903,age,60
2905,age,30
2907,age,40
2910,age,40
2914,age,40
2919,age,40
2921,age,50
2923,age,40
2927,age,70
2928,age,30
2935,age,60
2936,age,40
2939,age,30
2943,age,50
2944,age,30
2945,age,50
2946,age,40
2954,age,40
2955,age,50
2956,age,50
2958,age,30
2959,age,30
2960,age,40
2961,age,60
2963,age,40
2964,age,30
2968,age,60
2975,age,50
2979,age,30
2980,age,50
2981,age,30
2983,age,50
2985,age,40
2986,age,50
2988,age,20
2990,age,50
2992,age,40
2993,age,40
2996,age,60
2998,age,40
2999,age,70
3001,age,30
3003,age,40
3006,age,30
3009,age,30
3017,age,70
3020,age,30
3021,age,40
3027,age,60
3029,age,30
3033,age,40
3036,age,60
3038,age,30
3039,age,40
3042,age,70
3044,age,20
3050,age,20
3051,age,50
3052,age,30
3055,age,20
3056,age,30
3058,age,30
3059,age,30
3060,age,30
3062,age,60
3064,age,30
3082,age,60
3083,age,50
3089,age,30
3090,age,30
3092,age,30
3100,age,30
3101,age,50
3103,age,60
3104,age,30
3114,age,70
3115,age,20
3116,age,30
3122,age,30
3123,age,40
3126,age,60
3129,age,30
3130,age,30
3131,age,30
3133,age,20
3135,age,30
3137,age,30
3139,age,30
3141,age,30
3145,age,60
3147,age,30
3148,age,30
3149,age,30
3155,age,40
3156,age,30
3158,age,30
3159,age,40
3162,age,50
3168,age,30
3173,age,30
3174,age,60
3175,age,30
3178,age,30
3180,age,30
3183,age,40
3185,age,50
3186,age,30
3190,age,60
3191,age,30
3198,age,60
3199,age,30
3201,age,40
3202,age,30
3204,age,40
3206,age,30
3209,age,40
3211,age,30
3213,age,50
3217,age,30
3219,age,40
3220,age,50
3225,age,50
3228,age,40
3233,age,30
3235,age,30
3236,age,40
3237,age,30
3242,age,50
3243,age,50
3244,age,20
3245,age,40
3247,age,70
3249,age,40
3254,age,60
3256,age,50
3257,age,30
3258,age,20
3263,age,30
3266,age,30
3267,age,40
3268,age,40
3280,age,40
3281,age,50
3288,age,40
3289,age,60
3291,age,30
3292,age,40
3293,age,50
3298,age,30
3299,age,30
3300,age,40
3309,age,80
3311,age,70
3313,age,40
3316,age,30
3318,age,40
3320,age,30
3322,age,30
3323,age,30
3325,age,30
3328,age,50
3329,age,60
3330,age,30
3331,age,30
3332,age,30
3333,age,30
3334,age,40
3335,age,20
3337,age,50
3338,age,60
3340,age,40
3342,age,30
3345,age,40
3349,age,20
3352,age,30
3353,age,50
3355,age,60
3357,age,40
3358,age,50
3359,age,20
3360,age,30
3366,age,40
3369,age,40
3370,age,30
3374,age,40
3376,age,60
3379,age,60
3388,age,40
3389,age,30
3390,age,20
3391,age,60
3394,age,40
3398,age,40
3399,age,60
3403,age,50
3407,age,60
3410,age,40
3414,age,30
3415,age,30
3417,age,30
3418,age,30
3420,age,50
3422,age,40
3425,age,30
3426,age,20
3428,age,30
3430,age,30
3433,age,40
3434,age,60
3436,age,30
3439,age,60
3442,age,70
3444,age,20
3445,age,60
3452,age,50
3454,age,40
3455,age,50
3457,age,40
3460,age,30
3468,age,30
3469,age,50
3470,age,20
3472,age,60
3479,age,50
3480,age,30
3482,age,30
3484,age,40
3485,age,30
3497,age,40
3499,age,30
3502,age,40
3507,age,60
3510,age,40
3511,age,40
3514,age,50
3516,age,60
3517,age,50
3519,age,50
3522,age,40
3524,age,40
3525,age,40
3526,age,40
3527,age,50
3530,age,40
3533,age,40
3534,age,30
3535,age,30
3537,age,40
3539,age,30
3543,age,30
3544,age,50
3545,age,40
3553,age,50
3555,age,60
3559,age,20
3561,age,50
3564,age,30
3565,age,40
3567,age,70
3569,age,20
3572,age,30
3574,age,60
3577,age,30
3578,age,30
3580,age,50
3582,age,60
3584,age,50
3586,age,30
3591,age,20
3592,age,40
3593,age,50
3594,age,50
3596,age,30
3597,age,30
3598,age,50
3599,age,30
3603,age,30
3604,age,60
3606,age,30
3608,age,40
3609,age,40
3610,age,30
3614,age,30
3616,age,40
3617,age,60
3618,age,30
3623,age,30
3624,age,50
3627,age,40
3628,age,40
3629,age,30
3632,age,50
3634,age,30
3638,age,50
3639,age,40
3646,age,30
3648,age,50
3650,age,30
3651,age,20
3652,age,50
3653,age,50
3654,age,50
3656,age,30
3657,age,30
3663,age,30
3665,age,60
3666,age,30
3667,age,30
3670,age,30
3672,age,50
3677,age,50
3682,age,30
3684,age,40
3686,age,50
3687,age,50
3689,age,50
3690,age,30
3691,age,40
3693,age,20
3694,age,40
3695,age,20
3696,age,40
3701,age,50
3704,age,30
3706,age,30
3709,age,30
3711,age,50
3712,age,30
3713,age,30
3714,age,50
3715,age,50
3716,age,30
3720,age,50
3721,age,30
3722,age,20
3723,age,30
3724,age,30
3725,age,50
3729,age,40
3730,age,60
3738,age,60
3740,age,20
3743,age,60
3744,age,30
3745,age,30
3746,age,50
3747,age,50
3749,age,50
3750,age,30
3752,age,40
3753,age,30
3754,age,30
3755,age,70
3757,age,20
3758,age,40
3761,age,50
3767,age,40
3771,age,30
3772,age,50
3774,age,30
3776,age,30
3777,age,30
3778,age,60
3780,age,30
3782,age,50
3787,age,50
3788,age,40
3789,age,50
3791,age,40
3792,age,50
3796,age,20
3799,age,60
3800,age,30
3804,age,50
3807,age,30
3809,age,30
3812,age,30
3813,age,30
3814,age,40
3815,age,60
3823,age,30
3824,age,30
3826,age,30
3830,age,20
3831,age,50
3832,age,30
3839,age,20
3840,age,30
3841,age,40
3842,age,30
3843,age,60
3844,age,50
3845,age,30
3847,age,50
3850,age,60
3854,age,30
3856,age,30
3857,age,30
3859,age,30
3860,age,40
3863,age,30
3864,age,40
3866,age,40
3867,age,30
3872,age,50
3874,age,70
3875,age,30
3877,age,30
3879,age,20
3883,age,50
3885,age,50
3889,age,50
3892,age,50
3894,age,30
3899,age,50
3900,age,40
3903,age,40
3907,age,40
3909,age,60
3916,age,50
3917,age,50
3918,age,30
3919,age,50
3923,age,30
3924,age,40
3926,age,30
3927,age,50
3930,age,40
3931,age,50
3932,age,30
3934,age,30
3936,age,30
3939,age,30
3941,age,30
3943,age,60
3944,age,40
3949,age,30
3950,age,20
3955,age,30
3959,age,60
3962,age,70
3964,age,50
3965,age,30
3974,age,30
3975,age,60
3976,age,60
3979,age,40
3990,age,60
3996,age,30
3997,age,60
4001,age,50
4003,age,50
4004,age,50
4005,age,60
4006,age,50
4007,age,40
4008,age,40
4009,age,30
4010,age,50
4011,age,30
4012,age,80
4014,age,30
4016,age,50
4022,age,40
4024,age,50
4033,age,30
4038,age,30
4044,age,50
4046,age,60
4051,age,40
4054,age,20
4055,age,60
4056,age,60
4057,age,40
4058,age,50
4059,age,30
4061,age,40
4062,age,30
4064,age,20
4066,age,30
4068,age,70
4070,age,30
4071,age,30
4072,age,40
4074,age,40
4075,age,60
4081,age,30
4082,age,50
4084,age,20
4091,age,60
4092,age,30
4093,age,40
4099,age,50
4101,age,40
4102,age,50
4104,age,30
4106,age,70
4107,age,50
4110,age,50
4112,age,30
4114,age,30
4116,age,40
4117,age,80
4118,age,50
4120,age,30
4124,age,70
4125,age,60
4126,age,60
4128,age,50
4131,age,50
4134,age,40
4138,age,60
4139,age,30
4140,age,20
4142,age,30
4145,age,30
4149,age,30
4152,age,30
4154,age,50
4156,age,40
4157,age,40
4160,age,30
4164,age,40
4166,age,40
4168,age,40
4169,age,20
4170,age,40
4172,age,20
4173,age,30
4182,age,40
4184,age,40
4185,age,50
4187,age,30
4188,age,30
4189,age,30
4195,age,40
4196,age,30
4200,age,30
4201,age,40
4206,age,40
4210,age,30
4214,age,20
4222,age,40
4225,age,30
4226,age,40
4230,age,40
4233,age,40
4235,age,30
4238,age,60
4240,age,30
4241,age,60
4245,age,60
4246,age,60
4247,age,40
4248,age,30
4249,age,20
4253,age,40
4254,age,60
4255,age,40
4262,age,20
4264,age,30
4265,age,50
4267,age,30
4271,age,30
4272,age,50
4276,age,50
4278,age,40
4284,age,30
4285,age,30
4286,age,60
4288,age,30
4289,age,30
4293,age,60
4295,age,40
4299,age,50
4304,age,40
4309,age,60
4310,age,40
4311,age,30
4313,age,20
4320,age,30
4322,age,40
4323,age,30
4325,age,30
4327,age,40
4328,age,30
4330,age,30
4332,age,30
4333,age,60
4334,age,60
4335,age,20
4336,age,40
4340,age,30
